,adjective,count,score,mean
0,abandoned,4,372.0,93.0
1,abdominal,0,0.0,
2,abhorrent,0,0.0,
3,abiding,1,93.0,93.0
4,abject,0,0.0,
5,able,4528,429277.0,94.80499116607774
6,able-bodied,0,0.0,
7,abnormal,3,274.0,91.33333333333333
8,abounding,1,91.0,91.0
9,abrasive,0,0.0,
10,abrupt,1,96.0,96.0
11,absent,6,570.0,95.0
12,absentminded,0,0.0,
13,absolute,273,26292.0,96.3076923076923
14,absorbed,1,93.0,93.0
15,absorbing,3,291.0,97.0
16,abstracted,0,0.0,
17,absurd,0,0.0,
18,abundant,63,6032.0,95.74603174603175
19,abusive,0,0.0,
20,abysmal,0,0.0,
21,academic,2,190.0,95.0
22,acceptable,12,1067.0,88.91666666666667
23,accepting,33,3137.0,95.06060606060606
24,accessible,1094,104189.0,95.23674588665448
25,accidental,2,191.0,95.5
26,acclaimed,0,0.0,
27,accommodating,3932,373343.0,94.9498982706002
28,accompanying,9,857.0,95.22222222222223
29,accountable,1,97.0,97.0
30,accurate,648,61013.0,94.15586419753086
31,accusative,0,0.0,
32,accused,5,448.0,89.6
33,accusing,0,0.0,
34,acerbic,0,0.0,
35,achievable,0,0.0,
36,aching,1,97.0,97.0
37,acid,0,0.0,
38,acidic,0,0.0,
39,acknowledged,5,379.0,75.8
40,acoustic,3,293.0,97.66666666666667
41,acrid,0,0.0,
42,acrimonious,0,0.0,
43,acrobatic,0,0.0,
44,actionable,0,0.0,
45,active,92,8765.0,95.27173913043478
46,actual,195,18182.0,93.24102564102564
47,adhoc,0,0.0,
48,adamant,4,387.0,96.75
49,adaptable,4,381.0,95.25
50,adaptive,0,0.0,
51,addicted,3,289.0,96.33333333333333
52,addictive,2,194.0,97.0
53,additional,293,27709.0,94.56996587030717
54,adept,2,192.0,96.0
55,adequate,197,18379.0,93.29441624365482
56,adhesive,0,0.0,
57,adjacent,171,16051.0,93.86549707602339
58,adjoining,47,4506.0,95.87234042553192
59,adjustable,9,861.0,95.66666666666667
60,administrative,1,94.0,94.0
61,admirable,3,278.0,92.66666666666667
62,admired,11,1051.0,95.54545454545455
63,admiring,25,2411.0,96.44
64,adopted,5,482.0,96.4
65,adoptive,0,0.0,
66,adorable,830,79328.0,95.57590361445783
67,adored,35,3389.0,96.82857142857142
68,adoring,2,194.0,97.0
69,adrenalized,0,0.0,
70,adroit,0,0.0,
71,adult,100,9402.0,94.02
72,advanced,6,546.0,91.0
73,advantageous,1,98.0,98.0
74,adventurous,29,2775.0,95.6896551724138
75,adversarial,0,0.0,
76,advisable,2,190.0,95.0
77,aerial,1,91.0,91.0
78,affable,14,1344.0,96.0
79,affected,17,1581.0,93.0
80,affectionate,26,2491.0,95.8076923076923
81,affirmative,0,0.0,
82,affordable,306,28528.0,93.22875816993464
83,afraid,57,5389.0,94.54385964912281
84,afternoon,221,20960.0,94.84162895927602
85,ageless,0,0.0,
86,aggravated,2,179.0,89.5
87,aggravating,0,0.0,
88,aggressive,10,910.0,91.0
89,agitated,1,95.0,95.0
90,agonizing,0,0.0,
91,agrarian,0,0.0,
92,agreeable,9,869.0,96.55555555555556
93,aimless,0,0.0,
94,airline,17,1619.0,95.23529411764706
95,airsick,0,0.0,
96,ajar,1,92.0,92.0
97,alarmed,3,270.0,90.0
98,alarming,2,188.0,94.0
99,alert,6,584.0,97.33333333333333
100,algebraic,0,0.0,
101,alien,0,0.0,
102,alienated,0,0.0,
103,alike,1,98.0,98.0
104,alive,11,1052.0,95.63636363636364
105,all,18412,1748698.0,94.97599391701064
106,all-around,19,1805.0,95.0
107,alleged,0,0.0,
108,allowable,0,0.0,
109,all-purpose,1,93.0,93.0
110,all-too-common,0,0.0,
111,alluring,1,99.0,99.0
112,allusive,0,0.0,
113,alone,246,23363.0,94.97154471544715
114,aloof,1,91.0,91.0
115,alterable,0,0.0,
116,alternating,0,0.0,
117,alternative,162,15358.0,94.80246913580247
118,amazed,54,5132.0,95.03703703703704
119,amazing,4540,435022.0,95.81982378854626
120,ambiguous,0,0.0,
121,ambitious,5,468.0,93.6
122,ambulant,0,0.0,
123,ambulatory,1,95.0,95.0
124,amiable,17,1600.0,94.11764705882354
125,amicable,12,1149.0,95.75
126,amphibian,0,0.0,
127,amused,3,281.0,93.66666666666667
128,amusing,3,282.0,94.0
129,an,17483,,
130,ancient,11,982.0,89.27272727272727
131,anecdotal,0,0.0,
132,anemic,0,0.0,
133,angelic,0,0.0,
134,angered,1,96.0,96.0
135,angry,7,665.0,95.0
136,angular,0,0.0,
137,animal,37,3461.0,93.54054054054055
138,animated,5,462.0,92.4
139,annoyed,15,1376.0,91.73333333333333
140,annoying,32,2920.0,91.25
141,annual,18,1725.0,95.83333333333333
142,anonymous,7,678.0,96.85714285714286
143,another,1359,128303.0,94.40986019131715
144,antagonistic,0,0.0,
145,anticipated,84,8008.0,95.33333333333333
146,anticlimactic,0,0.0,
147,anticorrosive,0,0.0,
148,antiquated,1,100.0,100.0
149,antiseptic,1,100.0,100.0
150,antisocial,0,0.0,
151,antsy,0,0.0,
152,anxious,21,2002.0,95.33333333333333
153,any,5659,536213.0,94.75402014490193
154,apathetic,0,0.0,
155,apologetic,29,2675.0,92.24137931034483
156,apologizing,4,351.0,87.75
157,appalling,0,0.0,
158,appealing,24,2255.0,93.95833333333333
159,appetizing,1,92.0,92.0
160,applauding,0,0.0,
161,applicable,1,91.0,91.0
162,applicative,0,0.0,
163,appreciative,47,4502.0,95.7872340425532
164,apprehensive,21,1999.0,95.19047619047619
165,approachable,44,4191.0,95.25
166,approaching,5,467.0,93.4
167,appropriate,56,5243.0,93.625
168,approving,2,184.0,92.0
169,approximate,2,192.0,96.0
170,aquatic,1,98.0,98.0
171,architectural,28,2705.0,96.60714285714286
172,ardent,0,0.0,
173,arduous,1,92.0,92.0
174,arguable,0,0.0,
175,argumentative,0,0.0,
176,arid,0,0.0,
177,aristocratic,0,0.0,
178,aromatic,3,272.0,90.66666666666667
179,arresting,0,0.0,
180,arrogant,0,0.0,
181,artful,9,871.0,96.77777777777777
182,artificial,3,282.0,94.0
183,artistic,142,13529.0,95.27464788732394
184,artless,0,0.0,
185,ashamed,0,0.0,
186,aspiring,3,290.0,96.66666666666667
187,assertive,2,196.0,98.0
188,assignable,0,0.0,
189,assorted,22,2129.0,96.77272727272727
190,assumable,0,0.0,
191,assured,46,4366.0,94.91304347826087
192,assuring,9,848.0,94.22222222222223
193,astonished,3,278.0,92.66666666666667
194,astonishing,7,667.0,95.28571428571429
195,astounded,0,0.0,
196,astounding,5,459.0,91.8
197,astringent,0,0.0,
198,astronomical,0,0.0,
199,astute,0,0.0,
200,asymmetrical,0,0.0,
201,athletic,2,196.0,98.0
202,atomic,1,94.0,94.0
203,atrocious,1,98.0,98.0
204,attachable,0,0.0,
205,attainable,0,0.0,
206,attentive,756,72169.0,95.46164021164022
207,attractive,114,10910.0,95.70175438596492
208,attributable,1,73.0,73.0
209,atypical,4,373.0,93.25
210,audacious,0,0.0,
211,auspicious,1,98.0,98.0
212,authentic,94,8960.0,95.31914893617021
213,authoritarian,0,0.0,
214,authoritative,0,0.0,
215,autobiographic,0,0.0,
216,autographed,0,0.0,
217,automatic,11,1037.0,94.27272727272727
218,autonomous,2,198.0,99.0
219,available,3457,328986.0,95.16517211455019
220,avant-garde,0,0.0,
221,avenging,0,0.0,
222,average,77,7194.0,93.42857142857143
223,avian,0,0.0,
224,avid,20,1932.0,96.6
225,avoidable,1,79.0,79.0
226,awake,40,3783.0,94.575
227,awakening,2,186.0,93.0
228,aware,327,30551.0,93.42813455657492
229,away,4782,455847.0,95.32559598494353
230,awesome,3114,296742.0,95.29287090558766
231,awful,20,1853.0,92.65
232,awkward,67,6200.0,92.53731343283582
233,axiomatic,0,0.0,
234,babbling,1,95.0,95.0
235,baby,318,30423.0,95.66981132075472
236,background,52,4934.0,94.88461538461539
237,backhanded,0,0.0,
238,bacterial,0,0.0,
239,bad,473,44143.0,93.32558139534883
240,bad-tempered,0,0.0,
241,baffled,1,89.0,89.0
242,baffling,0,0.0,
243,bald,12,1153.0,96.08333333333333
244,balding,0,0.0,
245,balmy,1,96.0,96.0
246,bandaged,0,0.0,
247,banging,19,1711.0,90.05263157894737
248,bankable,0,0.0,
249,banned,3,276.0,92.0
250,bantering,0,0.0,
251,barbaric,0,0.0,
252,barbarous,0,0.0,
253,barbequed,0,0.0,
254,barefooted,0,0.0,
255,barking,23,2182.0,94.8695652173913
256,barren,0,0.0,
257,bashful,0,0.0,
258,basic,529,49205.0,93.01512287334593
259,battered,0,0.0,
260,batty,2,198.0,99.0
261,bawling,0,0.0,
262,beady,0,0.0,
263,beaming,3,282.0,94.0
264,bearable,3,286.0,95.33333333333333
265,beautiful,7087,681100.0,96.10554536475236
266,beckoning,3,287.0,95.66666666666667
267,bedazzled,0,0.0,
268,bedazzling,0,0.0,
269,beefy,0,0.0,
270,beeping,7,643.0,91.85714285714286
271,befitting,1,98.0,98.0
272,befuddled,0,0.0,
273,beginning,207,19855.0,95.91787439613526
274,belching,0,0.0,
275,believable,0,0.0,
276,bellicose,0,0.0,
277,belligerent,0,0.0,
278,bellowing,0,0.0,
279,bendable,0,0.0,
280,beneficial,7,664.0,94.85714285714286
281,benevolent,1,97.0,97.0
282,benign,1,95.0,95.0
283,bent,24,2276.0,94.83333333333333
284,berserk,0,0.0,
285,best,3937,376441.0,95.61620523241046
286,betrayed,0,0.0,
287,better,3039,290384.0,95.5524843698585
288,betteroff,0,0.0,
289,better-late-than-never,0,0.0,
290,bewildered,0,0.0,
291,bewildering,0,0.0,
292,bewitched,0,0.0,
293,bewitching,0,0.0,
294,biased,5,451.0,90.2
295,biblical,0,0.0,
296,big,2210,208514.0,94.35022624434389
297,big-city,0,0.0,
298,bigger,284,26948.0,94.88732394366197
299,biggest,106,9857.0,92.99056603773585
300,big-headed,0,0.0,
301,bighearted,0,0.0,
302,bigoted,0,0.0,
303,bilingual,0,0.0,
304,billable,0,0.0,
305,billowy,0,0.0,
306,binary,0,0.0,
307,binding,0,0.0,
308,bioactive,0,0.0,
309,biodegradable,2,195.0,97.5
310,biographical,0,0.0,
311,bite-sized,0,0.0,
312,biting,2,186.0,93.0
313,bitter,2,183.0,91.5
314,bizarre,2,193.0,96.5
315,black,80,7487.0,93.5875
316,black-and-blue,0,0.0,
317,blamable,0,0.0,
318,blameless,0,0.0,
319,bland,1,86.0,86.0
320,blank,2,188.0,94.0
321,blaring,0,0.0,
322,blasphemous,0,0.0,
323,blatant,0,0.0,
324,blazing,6,551.0,91.83333333333333
325,bleached,0,0.0,
326,bleak,0,0.0,
327,bleary,1,95.0,95.0
328,bleary-eyed,1,97.0,97.0
329,blessed,24,2280.0,95.0
330,blind,13,1226.0,94.3076923076923
331,blindfolded,1,100.0,100.0
332,blinding,0,0.0,
333,blissful,7,677.0,96.71428571428571
334,blistering,0,0.0,
335,bloated,0,0.0,
336,blonde,0,0.0,
337,bloodied,0,0.0,
338,blood-red,0,0.0,
339,bloodthirsty,0,0.0,
340,bloody,6,541.0,90.16666666666667
341,blooming,23,2223.0,96.65217391304348
342,blossoming,4,386.0,96.5
343,blue,136,13120.0,96.47058823529412
344,blundering,0,0.0,
345,blunt,0,0.0,
346,blurred,0,0.0,
347,blurry,0,0.0,
348,blushing,0,0.0,
349,boastful,0,0.0,
350,bodacious,0,0.0,
351,bohemian,24,2254.0,93.91666666666667
352,boiling,7,665.0,95.0
353,boisterous,2,169.0,84.5
354,bold,3,294.0,98.0
355,bookish,0,0.0,
356,booming,4,376.0,94.0
357,boorish,0,0.0,
358,bordering,3,275.0,91.66666666666667
359,bored,8,750.0,93.75
360,boring,18,1716.0,95.33333333333333
361,born,12,1156.0,96.33333333333333
362,bossy,0,0.0,
363,both,3468,330298.0,95.24163783160323
364,bothered,102,9524.0,93.37254901960785
365,bouncing,6,565.0,94.16666666666667
366,bouncy,0,0.0,
367,boundless,1,93.0,93.0
368,bountiful,5,488.0,97.6
369,boyish,0,0.0,
370,braided,0,0.0,
371,brainless,0,0.0,
372,brainy,0,0.0,
373,brash,0,0.0,
374,brassy,0,0.0,
375,brave,2,199.0,99.5
376,brawny,0,0.0,
377,brazen,0,0.0,
378,breakable,1,95.0,95.0
379,breathable,1,96.0,96.0
380,breathless,0,0.0,
381,breathtaking,99,9514.0,96.1010101010101
382,breezy,11,1048.0,95.27272727272727
383,bribable,0,0.0,
384,brick,50,4553.0,91.06
385,brief,336,32050.0,95.38690476190476
386,bright,545,51988.0,95.39082568807339
387,bright-eyed,0,0.0,
388,bright-red,0,0.0,
389,brilliant,95,9118.0,95.97894736842105
390,briny,0,0.0,
391,brisk,25,2366.0,94.64
392,bristly,0,0.0,
393,broad,11,1038.0,94.36363636363636
394,broken,109,9961.0,91.38532110091744
395,broken-hearted,0,0.0,
396,bronchial,0,0.0,
397,bronze,0,0.0,
398,bronzed,0,0.0,
399,brooding,0,0.0,
400,brown,17,1594.0,93.76470588235294
401,bruised,2,189.0,94.5
402,brunette,0,0.0,
403,brutal,1,82.0,82.0
404,brutish,0,0.0,
405,bubbly,13,1267.0,97.46153846153847
406,budget,80,7441.0,93.0125
407,built-in,16,1517.0,94.8125
408,bulky,2,184.0,92.0
409,bumpy,6,564.0,94.0
410,bungling,0,0.0,
411,buoyant,0,0.0,
412,bureaucratic,0,0.0,
413,burly,1,100.0,100.0
414,burnable,0,0.0,
415,burning,22,2139.0,97.22727272727273
416,bushy,1,98.0,98.0
417,busiest,7,647.0,92.42857142857143
418,business,664,63007.0,94.89006024096386
419,bustling,94,8987.0,95.6063829787234
420,busy,1077,102097.0,94.79758588672237
421,buzzing,18,1680.0,93.33333333333333
422,cackling,0,0.0,
423,caged,0,0.0,
424,cagey,0,0.0,
425,calculable,0,0.0,
426,calculated,0,0.0,
427,calculating,0,0.0,
428,callous,0,0.0,
429,calm,254,24202.0,95.28346456692914
430,calming,38,3678.0,96.78947368421052
431,camouflaged,0,0.0,
432,cancelled,58,5419.0,93.43103448275862
433,cancerous,0,0.0,
434,candid,1,96.0,96.0
435,cantankerous,0,0.0,
436,capable,10,926.0,92.6
437,capricious,0,0.0,
438,captivated,1,96.0,96.0
439,captivating,2,195.0,97.5
440,captive,0,0.0,
441,carefree,5,466.0,93.2
442,careful,112,10584.0,94.5
443,careless,1,90.0,90.0
444,caring,194,18640.0,96.08247422680412
445,carnivorous,0,0.0,
446,carpeted,10,948.0,94.8
447,carsick,0,0.0,
448,casual,50,4769.0,95.38
449,catastrophic,0,0.0,
450,catatonic,0,0.0,
451,catchable,0,0.0,
452,caustic,0,0.0,
453,cautious,18,1646.0,91.44444444444444
454,cavalier,0,0.0,
455,cavernous,1,96.0,96.0
456,ceaseless,0,0.0,
457,celebrated,15,1458.0,97.2
458,celestial,0,0.0,
459,centered,8,755.0,94.375
460,central,1304,123500.0,94.70858895705521
461,cerebral,0,0.0,
462,ceremonial,0,0.0,
463,certain,110,10452.0,95.01818181818182
464,certifiable,0,0.0,
465,certified,2,195.0,97.5
466,challenged,10,953.0,95.3
467,challenging,76,7127.0,93.77631578947368
468,chance,1158,110189.0,95.1545768566494
469,changeable,0,0.0,
470,changing,103,9690.0,94.07766990291262
471,chanting,3,285.0,95.0
472,charging,25,2373.0,94.92
473,charismatic,4,377.0,94.25
474,charitable,1,95.0,95.0
475,charmed,19,1819.0,95.73684210526316
476,charming,1505,143785.0,95.53820598006645
477,chattering,1,97.0,97.0
478,chatting,221,21205.0,95.9502262443439
479,chatty,8,744.0,93.0
480,chauvinistic,0,0.0,
481,cheap,248,22646.0,91.31451612903226
482,cheapest,12,1069.0,89.08333333333333
483,cheeky,2,191.0,95.5
484,cheerful,69,6560.0,95.07246376811594
485,cheering,2,186.0,93.0
486,cheerless,0,0.0,
487,cheery,41,3915.0,95.48780487804878
488,chemical,11,1073.0,97.54545454545455
489,chewable,0,0.0,
490,chewy,1,97.0,97.0
491,chic,48,4641.0,96.6875
492,chicken,76,7261.0,95.53947368421052
493,chief,2,189.0,94.5
494,childish,0,0.0,
495,childlike,0,0.0,
496,chilling,24,2289.0,95.375
497,chilly,137,12975.0,94.7080291970803
498,chivalrous,0,0.0,
499,choice,463,44067.0,95.17710583153348
500,choking,0,0.0,
501,choppy,2,174.0,87.0
502,chronological,0,0.0,
503,chubby,0,0.0,
504,chuckling,0,0.0,
505,chunky,1,98.0,98.0
506,cinematic,0,0.0,
507,circling,7,672.0,96.0
508,circular,4,371.0,92.75
509,circumstantial,0,0.0,
510,civil,1,98.0,98.0
511,civilian,0,0.0,
512,civilized,2,193.0,96.5
513,clammy,0,0.0,
514,clamoring,1,97.0,97.0
515,clandestine,0,0.0,
516,clanging,2,181.0,90.5
517,clapping,0,0.0,
518,clashing,0,0.0,
519,classic,75,7087.0,94.49333333333334
520,classical,13,1236.0,95.07692307692308
521,classifiable,0,0.0,
522,classified,0,0.0,
523,classy,42,4061.0,96.69047619047619
524,clean,16373,1553338.0,94.87192328834055
525,cleanable,0,0.0,
526,clear,1325,125295.0,94.56226415094339
527,cleared,23,2175.0,94.56521739130434
528,clearheaded,0,0.0,
529,clever,26,2533.0,97.42307692307692
530,climatic,0,0.0,
531,climbable,0,0.0,
532,clinging,0,0.0,
533,clingy,0,0.0,
534,clinical,2,198.0,99.0
535,cliquish,0,0.0,
536,clogged,14,1257.0,89.78571428571429
537,cloistered,0,0.0,
538,close,11364,1075986.0,94.68373812038014
539,closeable,0,0.0,
540,closed,170,15832.0,93.12941176470588
541,close-minded,0,0.0,
542,cloudless,0,0.0,
543,cloudy,15,1433.0,95.53333333333333
544,clownish,0,0.0,
545,clueless,1,95.0,95.0
546,clumsy,3,274.0,91.33333333333333
547,cluttered,19,1723.0,90.6842105263158
548,coachable,0,0.0,
549,coarse,0,0.0,
550,cockamamie,0,0.0,
551,cocky,0,0.0,
552,codified,0,0.0,
553,coercive,0,0.0,
554,cognitive,0,0.0,
555,coherent,0,0.0,
556,cohesive,0,0.0,
557,coincidental,0,0.0,
558,cold,604,57070.0,94.48675496688742
559,coldhearted,0,0.0,
560,collaborative,3,269.0,89.66666666666667
561,collapsed,3,275.0,91.66666666666667
562,collapsing,0,0.0,
563,collectable,0,0.0,
564,collegial,0,0.0,
565,colloquial,0,0.0,
566,colonial,0,0.0,
567,colorful,84,7965.0,94.82142857142857
568,colorless,0,0.0,
569,colossal,2,191.0,95.5
570,combative,0,0.0,
571,combined,44,4120.0,93.63636363636364
572,comfortable,13443,1280910.0,95.28453470207543
573,comforted,3,285.0,95.0
574,comforting,64,6190.0,96.71875
575,comical,1,92.0,92.0
576,commanding,2,194.0,97.0
577,commemorative,0,0.0,
578,commendable,1,95.0,95.0
579,commercial,109,10397.0,95.38532110091744
580,committed,14,1332.0,95.14285714285714
581,common,439,41650.0,94.874715261959
582,communal,83,7813.0,94.13253012048193
583,communicable,1,93.0,93.0
584,communicative,730,69500.0,95.20547945205479
585,communist,1,99.0,99.0
586,compact,86,8100.0,94.18604651162791
587,comparable,28,2655.0,94.82142857142857
588,comparative,0,0.0,
589,compassionate,6,585.0,97.5
590,compelling,5,476.0,95.2
591,competent,5,481.0,96.2
592,competitive,9,848.0,94.22222222222223
593,complacent,0,0.0,
594,complaining,3,286.0,95.33333333333333
595,complete,493,47074.0,95.48478701825557
596,completed,30,2872.0,95.73333333333333
597,complex,157,14437.0,91.95541401273886
598,compliant,2,191.0,95.5
599,complicated,25,2371.0,94.84
600,complimentary,206,19780.0,96.01941747572816
601,compound,2,188.0,94.0
602,comprehensive,47,4499.0,95.72340425531915
603,compulsive,1,80.0,80.0
604,compulsory,0,0.0,
605,computer,96,9054.0,94.3125
606,computerized,0,0.0,
607,concealable,0,0.0,
608,concealed,0,0.0,
609,conceited,0,0.0,
610,conceivable,6,583.0,97.16666666666667
611,concerned,175,16461.0,94.06285714285714
612,concerning,29,2705.0,93.27586206896552
613,concerted,0,0.0,
614,concise,43,4060.0,94.4186046511628
615,concurrent,1,93.0,93.0
616,condemned,0,0.0,
617,condensed,0,0.0,
618,condescending,1,93.0,93.0
619,conditional,0,0.0,
620,confident,40,3829.0,95.725
621,confidential,0,0.0,
622,confirmable,1,96.0,96.0
623,confirmed,27,2552.0,94.51851851851852
624,conflicted,3,268.0,89.33333333333333
625,conflicting,13,1241.0,95.46153846153847
626,conformable,2,193.0,96.5
627,confounded,0,0.0,
628,confused,35,3188.0,91.08571428571429
629,confusing,60,5559.0,92.65
630,congenial,23,2213.0,96.21739130434783
631,congested,13,1242.0,95.53846153846153
632,congressional,0,0.0,
633,congruent,0,0.0,
634,congruous,0,0.0,
635,connectable,0,0.0,
636,connected,184,17295.0,93.9945652173913
637,connecting,57,5359.0,94.01754385964912
638,connective,2,188.0,94.0
639,conscientious,60,5748.0,95.8
640,conscious,17,1623.0,95.47058823529412
641,consecutive,6,575.0,95.83333333333333
642,consensual,0,0.0,
643,consenting,0,0.0,
644,conservative,1,96.0,96.0
645,considerable,20,1889.0,94.45
646,considerate,327,31221.0,95.4770642201835
647,consistent,32,2965.0,92.65625
648,consoling,0,0.0,
649,conspicuous,0,0.0,
650,conspiratorial,0,0.0,
651,constant,120,11252.0,93.76666666666667
652,constitutional,3,288.0,96.0
653,constrictive,0,0.0,
654,constructive,8,750.0,93.75
655,consumable,0,0.0,
656,consummate,36,3488.0,96.88888888888889
657,contagious,2,191.0,95.5
658,containable,0,0.0,
659,contemplative,0,0.0,
660,contemporary,64,6130.0,95.78125
661,contemptible,0,0.0,
662,contemptuous,0,0.0,
663,content,26,2441.0,93.88461538461539
664,contented,4,388.0,97.0
665,contentious,0,0.0,
666,contextual,0,0.0,
667,continual,3,292.0,97.33333333333333
668,continuing,9,866.0,96.22222222222223
669,continuous,8,756.0,94.5
670,contoured,0,0.0,
671,contractual,0,0.0,
672,contradicting,1,97.0,97.0
673,contradictory,2,190.0,95.0
674,contrarian,0,0.0,
675,contrary,8,743.0,92.875
676,contributive,0,0.0,
677,contrite,0,0.0,
678,controllable,0,0.0,
679,controlling,4,374.0,93.5
680,controversial,2,188.0,94.0
681,convenient,5011,474673.0,94.72620235481939
682,conventional,6,557.0,92.83333333333333
683,conversational,9,863.0,95.88888888888889
684,convinced,14,1322.0,94.42857142857143
685,convincing,2,196.0,98.0
686,convoluted,0,0.0,
687,convulsive,0,0.0,
688,cooing,0,0.0,
689,cooked,275,26362.0,95.86181818181818
690,cool,2311,219328.0,94.90610125486802
691,coolest,95,9108.0,95.87368421052632
692,cooperative,8,752.0,94.0
693,coordinated,43,4066.0,94.55813953488372
694,copious,11,1063.0,96.63636363636364
695,coquettish,0,0.0,
696,cordial,38,3618.0,95.21052631578948
697,corner,633,60059.0,94.87993680884676
698,cornered,1,98.0,98.0
699,corny,0,0.0,
700,corporate,21,1989.0,94.71428571428571
701,corpulent,0,0.0,
702,correct,48,4471.0,93.14583333333333
703,correctable,1,84.0,84.0
704,corrective,1,82.0,82.0
705,corresponding,4,385.0,96.25
706,corrosive,0,0.0,
707,corrupt,0,0.0,
708,corrupting,0,0.0,
709,corruptive,0,0.0,
710,cosmetic,7,644.0,92.0
711,cosmic,0,0.0,
712,costly,9,836.0,92.88888888888889
713,cottony,0,0.0,
714,coughing,1,99.0,99.0
715,courageous,0,0.0,
716,courteous,151,14338.0,94.95364238410596
717,covert,0,0.0,
718,coveted,3,293.0,97.66666666666667
719,cowardly,0,0.0,
720,cowering,0,0.0,
721,coy,1,99.0,99.0
722,cozy,4603,439537.0,95.48924614381924
723,crabby,0,0.0,
724,cracked,24,2206.0,91.91666666666667
725,crackling,4,389.0,97.25
726,crafty,5,487.0,97.4
727,craggy,0,0.0,
728,crammed,6,577.0,96.16666666666667
729,cramped,70,6534.0,93.34285714285714
730,cranky,1,91.0,91.0
731,crashing,29,2633.0,90.79310344827586
732,crass,0,0.0,
733,craven,0,0.0,
734,crawling,11,1017.0,92.45454545454545
735,crazy,142,13458.0,94.77464788732394
736,creaking,14,1318.0,94.14285714285714
737,creaky,40,3584.0,89.6
738,creamy,0,0.0,
739,creative,137,13081.0,95.48175182481752
740,credible,0,0.0,
741,creeping,2,184.0,92.0
742,creepy,12,1088.0,90.66666666666667
743,crestfallen,0,0.0,
744,criminal,2,188.0,94.0
745,crippled,0,0.0,
746,crippling,0,0.0,
747,crisp,32,3061.0,95.65625
748,crispy,3,291.0,97.0
749,critical,18,1685.0,93.61111111111111
750,crooked,1,82.0,82.0
751,cropped,1,95.0,95.0
752,cross,145,13817.0,95.28965517241379
753,crossed,56,5305.0,94.73214285714286
754,crotchety,0,0.0,
755,crowded,58,5488.0,94.62068965517241
756,crucial,13,1204.0,92.61538461538461
757,crude,0,0.0,
758,cruel,0,0.0,
759,crumbling,0,0.0,
760,crumbly,0,0.0,
761,crumply,0,0.0,
762,crunchable,0,0.0,
763,crunching,0,0.0,
764,crunchy,1,98.0,98.0
765,crushable,0,0.0,
766,crushed,1,97.0,97.0
767,crusty,2,188.0,94.0
768,crying,6,572.0,95.33333333333333
769,cryptic,0,0.0,
770,crystalline,0,0.0,
771,crystallized,0,0.0,
772,cuddly,27,2555.0,94.62962962962963
773,culpable,0,0.0,
774,cultural,28,2687.0,95.96428571428571
775,cultured,5,470.0,94.0
776,cumbersome,1,96.0,96.0
777,cumulative,0,0.0,
778,cunning,0,0.0,
779,curable,0,0.0,
780,curative,0,0.0,
781,curious,42,3940.0,93.80952380952381
782,curly,0,0.0,
783,current,45,4256.0,94.57777777777778
784,cursed,1,99.0,99.0
785,curt,0,0.0,
786,curved,4,382.0,95.5
787,curvy,1,94.0,94.0
788,customary,2,193.0,96.5
789,cut,82,7824.0,95.41463414634147
790,cute,2526,240164.0,95.07680126682502
791,cutting,14,1322.0,94.42857142857143
792,cylindrical,0,0.0,
793,cynical,0,0.0,
794,daffy,0,0.0,
795,daft,0,0.0,
796,daily,196,18727.0,95.54591836734694
797,dainty,0,0.0,
798,damaged,10,911.0,91.1
799,damaging,0,0.0,
800,damp,22,2018.0,91.72727272727273
801,danceable,0,0.0,
802,dandy,1,98.0,98.0
803,dangerous,15,1407.0,93.8
804,dapper,0,0.0,
805,daring,0,0.0,
806,dark,235,21993.0,93.58723404255319
807,darkened,3,284.0,94.66666666666667
808,dashing,3,290.0,96.66666666666667
809,daughterly,0,0.0,
810,daunting,7,663.0,94.71428571428571
811,dawdling,0,0.0,
812,day,4415,,
813,dazed,0,0.0,
814,dazzling,0,0.0,
815,dead,60,5592.0,93.2
816,deadly,2,174.0,87.0
817,deadpan,0,0.0,
818,deaf,0,0.0,
819,deafening,0,0.0,
820,dear,28,2694.0,96.21428571428571
821,debatable,0,0.0,
822,debonair,0,0.0,
823,decadent,6,583.0,97.16666666666667
824,decayed,0,0.0,
825,decaying,0,0.0,
826,deceitful,1,88.0,88.0
827,deceivable,0,0.0,
828,deceiving,5,433.0,86.6
829,decent,222,20596.0,92.77477477477477
830,decentralized,0,0.0,
831,deceptive,2,168.0,84.0
832,decimated,0,0.0,
833,decipherable,0,0.0,
834,decisive,0,0.0,
835,declining,0,0.0,
836,decorative,27,2589.0,95.88888888888889
837,decorous,0,0.0,
838,decreasing,1,97.0,97.0
839,decrepit,0,0.0,
840,dedicated,94,8888.0,94.55319148936171
841,deep,113,10434.0,92.33628318584071
842,deepening,0,0.0,
843,defeated,0,0.0,
844,defective,1,85.0,85.0
845,defendable,0,0.0,
846,defenseless,0,0.0,
847,defensible,0,0.0,
848,defensive,2,180.0,90.0
849,defiant,0,0.0,
850,deficient,0,0.0,
851,definable,0,0.0,
852,definitive,0,0.0,
853,deformed,0,0.0,
854,degenerative,0,0.0,
855,degraded,0,0.0,
856,dehydrated,1,80.0,80.0
857,dejected,0,0.0,
858,delectable,5,480.0,96.0
859,deliberate,0,0.0,
860,deliberative,0,0.0,
